INDEX,CARD,CLA1,CLA2,SCA1,SCA2,SCA3,PUR1,PUR2,PUR3,CUL1,CUL2,CUL3,USA1,USA2,USA3,ADD1,ADD2,ADD3,PRICE,Y
63,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,4
63,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,5
63,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,5
63,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,10
63,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,4
63,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,6
63,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,5
63,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,8
63,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,10
63,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,6
63,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,8
63,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,1
63,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,8
63,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,4
63,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,8
63,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,1
63,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,6
63,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,5
64,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,4
64,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,3
64,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,4
64,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,2
64,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,4
64,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,2
64,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,4
64,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,3
64,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,4
64,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,2
64,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,4
64,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,3
64,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,5
64,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,4
64,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,5
64,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,4
64,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,2
64,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,4
68,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,0
68,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,10
68,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,10
68,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,0
68,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,10
68,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,10
68,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,10
68,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,0
68,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,10
68,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,10
68,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,0
68,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,0
68,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,0
68,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,0
68,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,0
68,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,0
68,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,0
68,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,10
71,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,5
71,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,5
71,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,2
71,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,1
71,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,2
71,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,6
71,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,6
71,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,5
71,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,7
71,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,3
71,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,6
71,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,1
71,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,7
71,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,3
71,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,7
71,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,1
71,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,1
71,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,4
75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,5
75,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,9
75,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,5
75,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,7
75,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,6
75,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,7
75,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,6
75,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,4
75,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,10
75,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,4
75,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,5
75,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,5
75,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,5
75,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,4
75,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,10
75,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,3
75,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,5
75,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,6
76,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,3
76,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,4
76,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,1
76,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,7
76,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,2
76,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,2
76,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,3
76,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,4
76,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,7
76,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,3
76,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,5
76,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,1
76,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,4
76,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,2
76,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,5
76,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,1
76,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,3
76,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,2
77,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,4
77,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,7
77,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,3
77,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,3
77,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,2
77,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,2
77,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,2
77,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,2
77,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,6
77,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,2
77,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,5
77,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,4
77,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,3
77,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,4
77,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,2
77,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,3
77,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,3
77,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,2
80,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,7
80,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,10
80,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,8
80,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,3
80,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,7
80,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,7
80,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,3
80,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,8
80,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,7
80,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,8
80,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,7
80,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,3
80,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,10
80,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,7
80,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,8
80,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,2
80,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,5
80,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,8
82,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,6
82,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,6
82,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,3
82,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,5
82,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,2
82,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,3
82,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,2
82,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,0
82,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,7
82,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,0
82,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,0
82,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,0
82,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,0
82,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,0
82,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,7
82,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,7
82,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,3
82,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,7
86,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,3
86,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,3
86,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,4
86,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,5
86,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,2
86,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,2
86,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,2
86,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,4
86,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,5
86,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,4
86,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,4
86,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,4
86,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,5
86,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,4
86,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,6
86,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,4
86,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,5
86,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,4
88,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,10
88,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,5
88,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,5
88,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,5
88,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,10
88,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,3
88,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,5
88,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,5
88,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,10
88,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,3
88,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,5
88,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,5
88,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,10
88,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,5
88,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,7
88,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,7
88,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,10
88,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,7
90,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,1
90,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,6
90,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,5
90,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,5
90,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,5
90,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,4
90,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,6
90,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,3
90,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,4
90,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,8
90,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,3
90,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,4
90,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,4
90,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,3
90,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,4
90,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,4
90,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,3
90,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,2
93,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,0
93,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,2
93,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,2
93,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,5
93,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,0
93,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,1
93,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,0
93,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,2
93,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,5
93,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,3
93,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,0
93,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,0
93,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,0
93,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,0
93,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,3
93,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,0
93,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,0
93,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,0
94,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,5
94,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,10
94,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,100000,0
94,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,200000,5
94,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,150000,0
94,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,200000,0
94,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,150000,0
94,8,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,150000,10
94,9,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,150000,10
94,10,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,200000,0
94,11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,100000,5
94,12,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,200000,10
94,13,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,100000,0
94,14,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,150000,5
94,15,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,100000,10
94,16,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,100000,10
94,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,200000,5
94,18,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,100000,5
96,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,150000,0
96,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,0
