INDEX,CARD,BIO1,BIO2,BIO3,SCA1,SCA2,SCA3,KNO1,KNO2,KNO3,USE1,USE2,USE3,MET1,MET2,ANA1,ANA2,PRICE,Y,Cluster
110,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,6,0
110,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,6,0
110,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,6,0
111,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,4,0
111,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,4,0
111,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,7,0
111,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,7,0
111,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
111,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,6,0
111,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,5,0
111,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,0
111,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,5,0
111,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,5,0
111,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0
111,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,0
111,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
111,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
111,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
111,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,0
111,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,4,0
111,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,0
114,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,5,0
114,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,6,0
114,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,6,0
114,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,6,0
114,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
114,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,7,0
114,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,6,0
114,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,4,0
114,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,4,0
114,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,5,0
114,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0
114,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,5,0
114,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
114,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
114,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
114,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,0
114,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,4,0
114,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,6,0
115,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,2,0
115,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,3,0
115,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,10,0
115,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,8,0
115,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,6,0
115,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,3,0
115,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,4,0
115,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
115,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6,0
115,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,0
115,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,4,0
115,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,5,0
115,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,6,0
115,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,9,0
115,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,0
115,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,2,0
115,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,4,0
115,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,2,0
117,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,5,1
117,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,5,1
117,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,5,1
117,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,7,1
117,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,1
117,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,7,1
117,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,1
117,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,8,1
117,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,9,1
117,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,8,1
117,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,8,1
117,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,7,1
117,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,6,1
117,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,8,1
117,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,8,1
117,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,9,1
117,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,8,1
117,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,9,1
118,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0
118,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,3,0
118,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,8,0
118,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,3,0
118,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
118,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,0
118,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,5,0
118,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,0
118,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,5,0
118,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,0
118,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0
118,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,2,0
118,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
118,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
118,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,0
118,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,5,0
118,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,7,0
118,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,5,0
120,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,2,1
120,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,2,1
120,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,7,1
120,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,2,1
120,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,2,1
120,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,2,1
120,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,1
120,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,7,1
120,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,7,1
120,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,1
120,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,7,1
120,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,2,1
120,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,2,1
120,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,2,1
120,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,2,1
120,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,2,1
120,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,2,1
120,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,2,1
121,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,8,0
121,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,0
121,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,8,0
121,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,6,0
121,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,8,0
121,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,0
121,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,7,0
121,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,4,0
121,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,9,0
121,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,9,0
121,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,8,0
121,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,0
121,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,8,0
121,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,6,0
121,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,7,0
121,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,7,0
121,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,8,0
121,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,8,0
124,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,4,0
124,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,2,0
124,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0
124,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,2,0
124,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,5,0
124,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,4,0
124,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,0
124,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0
124,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6,0
124,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,3,0
124,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0
124,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,0
124,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0
124,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,4,0
124,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
124,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,0
124,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,7,0
124,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,6,0
125,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,3,0
125,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,0
125,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,8,0
125,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,5,0
125,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,5,0
125,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,4,0
125,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,5,0
125,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
125,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,0
125,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,6,0
125,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,0
125,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,4,0
125,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
125,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,4,0
125,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
125,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4,0
125,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,5,0
125,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,7,0
127,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,3,1
127,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,6,1
127,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,8,1
127,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,4,1
127,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,4,1
127,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,5,1
127,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,6,1
127,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,1
127,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6,1
127,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,7,1
127,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,7,1
127,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,5,1
127,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,1
127,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,4,1
127,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,1
127,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,2,1
127,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,2,1
127,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,4,1
129,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,2,0
129,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,7,0
129,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,4,0
129,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,2,0
129,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
129,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,6,0
129,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,5,0
129,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,0
129,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,9,0
129,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,5,0
129,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,4,0
129,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,0
129,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,3,0
129,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
129,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,4,0
129,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0
129,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,5,0
129,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,8,0
130,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,4,0
130,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,8,0
130,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,4,0
130,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,5,0
130,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,7,0
130,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,4,0
130,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,6,0
130,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,0
130,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,8,0
130,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,4,0
130,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,4,0
130,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,3,0
130,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,5,0
130,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,5,0
130,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,5,0
130,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0
130,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,4,0
130,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,9,0
134,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0
134,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0
134,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,7,0
134,4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,7,0
134,5,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,2,0,0
134,6,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0
134,7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
134,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
134,9,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
134,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
134,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0
134,12,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0
134,13,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,3,0,0
134,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,3,0,0
134,15,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0
134,16,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0
134,17,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,2,0
134,18,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0
